line	Chrs	start	end	TEcoverage	genome
3659	Chr03	90450000	90550000	0.9722000	K
3660	Chr03	103700000	103800000	0.9759200	K
3661	Chr03	119550000	119650000	0.6163700	K
3662	Chr03	119950000	120050000	0.7581700	K
3663	Chr03	124650000	124750000	0.7215600	K
3664	Chr03	126750000	126850000	0.8805500	K
3665	Chr03	129500000	129600000	0.6206300	K
3666	Chr03	133700000	133800000	0.8417700	K
3667	Chr03	134750000	134850000	0.6970700	K
3668	Chr03	135400000	135500000	0.7482200	K
3669	Chr03	136600000	136700000	0.8822100	K
3670	Chr03	144450000	144550000	0.7468100	K
3671	Chr03	146700000	146800000	0.9504900	K
3672	Chr03	158350000	158450000	0.8788600	K
3673	Chr03	159150000	159250000	0.6109700	K
3674	Chr03	161750000	161850000	0.7086600	K
3675	Chr03	165050000	165150000	0.9240600	K
3676	Chr03	166600000	166700000	0.9818800	K
3677	Chr03	167400000	167500000	0.9256000	K
3678	Chr03	167800000	167900000	0.5426700	K
3679	Chr03	171200000	171300000	0.8549600	K
3680	Chr03	171850000	171950000	0.9104100	K
3681	Chr03	173150000	173250000	0.5758400	K
3682	Chr03	173700000	173800000	0.7985600	K
3683	Chr03	178800000	178900000	0.9454400	K
3684	Chr03	181950000	182050000	0.9718300	K
3685	Chr03	182600000	182700000	0.8758000	K
3686	Chr03	183400000	183500000	0.5928000	K
3687	Chr03	183650000	183750000	0.2231600	K
3688	Chr03	184550000	184650000	0.7691700	K
3689	Chr03	188750000	188850000	0.6469000	K
3690	Chr03	190200000	190300000	0.7758000	K
3691	Chr03	192300000	192400000	0.7146500	K
3692	Chr03	200700000	200800000	0.1512300	K
3693	Chr03	200950000	201050000	0.5411300	K
3694	Chr04	100600000	100700000	0.9041200	K
3695	Chr04	125750000	125850000	0.5441300	K
3696	Chr04	167750000	167850000	0.8047000	K
3697	Chr04	10400000	10500000	0.5576700	K
3698	Chr04	17750000	17850000	0.9314700	K
3699	Chr04	60750000	60850000	0.7978400	K
3700	Chr04	74400000	74500000	0.5473100	K
3701	Chr04	88050000	88150000	0.8532600	K
3702	Chr04	99550000	99650000	0.8448900	K
3703	Chr04	135200000	135300000	0.8334200	K
3704	Chr04	153000000	153100000	0.7518100	K
3705	Chr04	168800000	168900000	0.5101400	K
3706	Chr04	600000	700000	0.1029900	K
3707	Chr04	2400000	2500000	0.4267700	K
3708	Chr04	3200000	3300000	0.2134800	K
3709	Chr04	5600000	5700000	0.3590000	K
3710	Chr04	7400000	7500000	0.3915200	K
3711	Chr04	7800000	7900000	0.6378100	K
3712	Chr04	8200000	8300000	0.6310100	K
3713	Chr04	8950000	9050000	0.7278200	K
3714	Chr04	10050000	10150000	0.8111300	K
3715	Chr04	11650000	11750000	0.7594700	K
3716	Chr04	17400000	17500000	0.5841400	K
3717	Chr04	18550000	18650000	0.5979600	K
3718	Chr04	20150000	20250000	0.9706700	K
3719	Chr04	20650000	20750000	0.8909000	K
3720	Chr04	23950000	24050000	0.7765200	K
3721	Chr04	24300000	24400000	0.6869400	K
3722	Chr04	27050000	27150000	0.6443700	K
3723	Chr04	27750000	27850000	0.8164200	K
3724	Chr04	29400000	29500000	0.7409400	K
3725	Chr04	30250000	30350000	0.8613100	K
3726	Chr04	32200000	32300000	0.9685900	K
3727	Chr04	33100000	33200000	0.8655500	K
3728	Chr04	35250000	35350000	0.9478200	K
3729	Chr04	35950000	36050000	0.8925700	K
3730	Chr04	37050000	37150000	0.8315800	K
3731	Chr04	40750000	40850000	0.9735900	K
3732	Chr04	41000000	41100000	0.8355800	K
3733	Chr04	43550000	43650000	0.7047900	K
3734	Chr04	44600000	44700000	0.8267100	K
3735	Chr04	44950000	45050000	0.9173700	K
3736	Chr04	48400000	48500000	0.6008400	K
3737	Chr04	48950000	49050000	0.5663600	K
3738	Chr04	49800000	49900000	0.6821000	K
3739	Chr04	50050000	50150000	0.8099500	K
3740	Chr04	50450000	50550000	0.7531600	K
3741	Chr04	50700000	50800000	0.6780100	K
3742	Chr04	51100000	51200000	0.7932300	K
3743	Chr04	51900000	52000000	0.9541100	K
3744	Chr04	52550000	52650000	0.8139100	K
3745	Chr04	53950000	54050000	0.6743500	K
3746	Chr04	54200000	54300000	0.6844900	K
3747	Chr04	56400000	56500000	0.9092700	K
3748	Chr04	57050000	57150000	0.7598200	K
3749	Chr04	57850000	57950000	0.7374800	K
3750	Chr04	61050000	61150000	0.5787300	K
3751	Chr04	61400000	61500000	0.7853000	K
3752	Chr04	64650000	64750000	0.7345400	K
3753	Chr04	65200000	65300000	0.6486000	K
3754	Chr04	65750000	65850000	0.8536400	K
3755	Chr04	67600000	67700000	0.9431100	K
3756	Chr04	68200000	68300000	0.9331400	K
3757	Chr04	71100000	71200000	0.7467300	K
3758	Chr04	71750000	71850000	0.7204000	K
3759	Chr04	72950000	73050000	0.7650900	K
3760	Chr04	74000000	74100000	0.7437500	K
3761	Chr04	75150000	75250000	0.7674100	K
3762	Chr04	76800000	76900000	0.7864300	K
3763	Chr04	77000000	77100000	0.6911800	K
3764	Chr04	77400000	77500000	0.9261700	K
3765	Chr04	78150000	78250000	0.9746100	K
3766	Chr04	81050000	81150000	0.7432300	K
3767	Chr04	82000000	82100000	0.6980600	K
3768	Chr04	82300000	82400000	0.7917000	K
3769	Chr04	83400000	83500000	0.7598000	K
3770	Chr04	86200000	86300000	0.8475100	K
3771	Chr04	86550000	86650000	0.7046500	K
3772	Chr04	89500000	89600000	0.8566900	K
3773	Chr04	90300000	90400000	0.7681400	K
3774	Chr04	90950000	91050000	0.8829000	K
3775	Chr04	91450000	91550000	0.7010600	K
3776	Chr04	91850000	91950000	0.8312900	K
3777	Chr04	92850000	92950000	0.7037300	K
3778	Chr04	93500000	93600000	0.8150000	K
3779	Chr04	94200000	94300000	0.6653700	K
3780	Chr04	94700000	94800000	0.9809400	K
3781	Chr04	95500000	95600000	0.9106800	K
3782	Chr04	96900000	97000000	0.8686500	K
3783	Chr04	100900000	101000000	0.9435000	K
3784	Chr04	101750000	101850000	0.9611800	K
3785	Chr04	103000000	103100000	0.9589400	K
3786	Chr04	104200000	104300000	0.9623500	K
3787	Chr04	105950000	106050000	0.8252200	K
3788	Chr04	106400000	106500000	0.8394700	K
3789	Chr04	107850000	107950000	0.8772900	K
3790	Chr04	108300000	108400000	0.8119300	K
3791	Chr04	109300000	109400000	0.9111900	K
3792	Chr04	115000000	115100000	0.8495500	K
3793	Chr04	117150000	117250000	0.9075800	K
3794	Chr04	118150000	118250000	0.5152300	K
3795	Chr04	118550000	118650000	0.5239800	K
3796	Chr04	119250000	119350000	0.4992700	K
3797	Chr04	120250000	120350000	0.8524000	K
3798	Chr04	120950000	121050000	0.8755100	K
3799	Chr04	121750000	121850000	0.8804800	K
3800	Chr04	122400000	122500000	0.7940000	K
3801	Chr04	123300000	123400000	0.7728600	K
3802	Chr04	125350000	125450000	0.7938000	K
3803	Chr04	126200000	126300000	0.6428400	K
3804	Chr04	128700000	128800000	0.6982300	K
3805	Chr04	129200000	129300000	0.7323600	K
3806	Chr04	130250000	130350000	0.9770700	K
3807	Chr04	132350000	132450000	0.8568300	K
3808	Chr04	133650000	133750000	0.7824600	K
3809	Chr04	135750000	135850000	0.8845500	K
3810	Chr04	137450000	137550000	0.8746900	K
3811	Chr04	138450000	138550000	0.7911600	K
3812	Chr04	139050000	139150000	0.8644600	K
3813	Chr04	140100000	140200000	0.8619900	K
3814	Chr04	144550000	144650000	0.4488300	K
3815	Chr04	148450000	148550000	0.8923200	K
3816	Chr04	149000000	149100000	0.7634000	K
3817	Chr04	149400000	149500000	0.7230900	K
3818	Chr04	149750000	149850000	0.7079800	K
3819	Chr04	150850000	150950000	0.9770200	K
3820	Chr04	152350000	152450000	0.7780500	K
3821	Chr04	154400000	154500000	0.6115500	K
3822	Chr04	155050000	155150000	0.7470900	K
3823	Chr04	155950000	156050000	0.6818200	K
3824	Chr04	156850000	156950000	0.5984200	K
3825	Chr04	157400000	157500000	0.7073800	K
3826	Chr04	157800000	157900000	0.8577500	K
3827	Chr04	159950000	160050000	0.6351600	K
3828	Chr04	160950000	161050000	0.3554100	K
3829	Chr04	161550000	161650000	0.7135100	K
3830	Chr04	162350000	162450000	0.6397200	K
3831	Chr04	162700000	162800000	0.5456800	K
3832	Chr04	163400000	163500000	0.7833200	K
3833	Chr04	164850000	164950000	0.8541100	K
3834	Chr04	165800000	165900000	0.8616500	K
3835	Chr04	167200000	167300000	0.6258200	K
3836	Chr04	169700000	169800000	0.7356500	K
3837	Chr04	170300000	170400000	0.5427500	K
3838	Chr04	173750000	173850000	0.5238400	K
3839	Chr04	176200000	176300000	0.1472900	K
3840	Chr04	176500000	176600000	0.2002900	K
3841	Chr04	177700000	177800000	0.0608100	K
3842	Chr04	0	50000	0.3917200	K
3843	Chr04	1600000	1700000	0.4888100	K
3844	Chr04	6700000	6800000	0.5113300	K
3845	Chr04	7100000	7200000	0.4954700	K
3846	Chr04	10750000	10850000	0.4832200	K
3847	Chr04	12600000	12700000	0.6274300	K
3848	Chr04	13400000	13500000	0.4350000	K
3849	Chr04	16000000	16100000	0.6214400	K
3850	Chr04	16650000	16750000	0.6483300	K
3851	Chr04	19400000	19500000	0.9233100	K
3852	Chr04	21250000	21350000	0.8017300	K
3853	Chr04	22700000	22800000	0.6655800	K
3854	Chr04	23750000	23850000	0.5538700	K
3855	Chr04	24800000	24900000	0.6334200	K
3856	Chr04	25300000	25400000	0.6650600	K
3857	Chr04	28450000	28550000	0.8178600	K
3858	Chr04	38950000	39050000	0.7777300	K
3859	Chr04	41950000	42050000	0.7540200	K
3860	Chr04	45750000	45850000	0.7076000	K
3861	Chr04	46400000	46500000	0.8325600	K
3862	Chr04	46950000	47050000	0.6304400	K
3863	Chr04	51650000	51750000	0.8715200	K
3864	Chr04	55200000	55300000	0.8166300	K
3865	Chr04	55600000	55700000	0.7025800	K
3866	Chr04	58350000	58450000	0.9529100	K
3867	Chr04	62000000	62100000	0.8708600	K
3868	Chr04	63600000	63700000	0.8498300	K
3869	Chr04	69100000	69200000	0.9361700	K
3870	Chr04	79300000	79400000	0.6298500	K
3871	Chr04	80100000	80200000	0.7307300	K
3872	Chr04	80750000	80850000	0.6607700	K
3873	Chr04	87450000	87550000	0.7875700	K
3874	Chr04	89000000	89100000	0.7041800	K
3875	Chr04	106850000	106950000	0.7510500	K
3876	Chr04	108800000	108900000	0.7384500	K
3877	Chr04	110000000	110100000	0.9192300	K
3878	Chr04	113000000	113100000	0.7934200	K
3879	Chr04	113800000	113900000	0.6890900	K
3880	Chr04	116400000	116500000	0.9005500	K
3881	Chr04	117850000	117950000	0.7778800	K
3882	Chr04	119800000	119900000	0.7805900	K
3883	Chr04	124400000	124500000	0.6124400	K
3884	Chr04	126750000	126850000	0.6543400	K
3885	Chr04	128350000	128450000	0.6241800	K
3886	Chr04	132150000	132250000	0.7607300	K
3887	Chr04	133050000	133150000	0.6914600	K
3888	Chr04	137000000	137100000	0.9547300	K
3889	Chr04	137900000	138000000	0.8652900	K
3890	Chr04	139750000	139850000	0.8987100	K
3891	Chr04	141300000	141400000	0.9023600	K
3892	Chr04	141850000	141950000	0.7429400	K
3893	Chr04	143150000	143250000	0.9474900	K
3894	Chr04	147850000	147950000	0.8352700	K
3895	Chr04	151150000	151250000	0.8425400	K
3896	Chr04	153500000	153600000	0.7809000	K
3897	Chr04	159650000	159750000	0.7157200	K
3898	Chr04	160450000	160550000	0.8732300	K
3899	Chr04	166750000	166850000	0.5176200	K
3900	Chr04	171200000	171300000	0.5693400	K
3901	Chr04	173300000	173400000	0.2948300	K
3902	Chr04	174200000	174300000	0.2740900	K
3903	Chr04	174600000	174700000	0.5291900	K
3904	Chr04	175400000	175500000	0.3090100	K
3905	Chr05	33550000	33650000	0.8085900	K
3906	Chr05	83800000	83900000	0.9162400	K
3907	Chr05	92200000	92300000	0.7208100	K
3908	Chr05	7300000	7400000	0.4916300	K
3909	Chr05	9400000	9500000	0.3922200	K
3910	Chr05	18800000	18900000	0.7577200	K
3911	Chr05	22000000	22100000	0.7964400	K
3912	Chr05	37700000	37800000	0.7954400	K
3913	Chr05	47100000	47200000	0.8569000	K
3914	Chr05	53400000	53500000	0.7122400	K
3915	Chr05	59700000	59800000	0.8122200	K
3916	Chr05	63950000	64050000	0.7741600	K
3917	Chr05	94350000	94450000	0.6732700	K
3918	Chr05	105850000	105950000	0.4834700	K
3919	Chr05	115250000	115350000	0.5105500	K
3920	Chr05	1100000	1200000	0.9028400	K
3921	Chr05	2350000	2450000	0.7372200	K
3922	Chr05	3000000	3100000	0.6380400	K
3923	Chr05	4300000	4400000	0.5830500	K
3924	Chr05	4550000	4650000	0.7185100	K
3925	Chr05	4950000	5050000	0.6767600	K
3926	Chr05	5750000	5850000	0.3069500	K
3927	Chr05	6500000	6600000	0.8161100	K
3928	Chr05	6900000	7000000	0.5737500	K
3929	Chr05	8100000	8200000	0.5149000	K
3930	Chr05	11100000	11200000	0.6608500	K
3931	Chr05	12950000	13050000	0.4990400	K
3932	Chr05	13350000	13450000	0.4597200	K
3933	Chr05	13850000	13950000	0.6439500	K
3934	Chr05	15150000	15250000	0.2957600	K
3935	Chr05	17250000	17350000	0.4536600	K
3936	Chr05	18050000	18150000	0.8525000	K
3937	Chr05	20150000	20250000	0.5648400	K
3938	Chr05	22400000	22500000	0.6162300	K
3939	Chr05	23300000	23400000	0.9383900	K
3940	Chr05	24850000	24950000	0.8026700	K
3941	Chr05	26650000	26750000	0.6405200	K
3942	Chr05	29600000	29700000	0.6899500	K
3943	Chr05	30600000	30700000	0.9686400	K
3944	Chr05	30900000	31000000	0.6341300	K
3945	Chr05	31500000	31600000	0.9581000	K
3946	Chr05	32700000	32800000	0.8885900	K
3947	Chr05	32950000	33050000	0.7406400	K
3948	Chr05	34800000	34900000	0.7918300	K
3949	Chr05	38500000	38600000	0.7098400	K
3950	Chr05	39100000	39200000	0.6170100	K
3951	Chr05	39400000	39500000	0.8635200	K
3952	Chr05	40200000	40300000	0.8299500	K
3953	Chr05	40750000	40850000	0.8937300	K
3954	Chr05	41350000	41450000	0.7651900	K
3955	Chr05	42150000	42250000	0.8242400	K
3956	Chr05	42450000	42550000	0.8935200	K
3957	Chr05	43300000	43400000	0.8328700	K
3958	Chr05	45850000	45950000	0.9184600	K
3959	Chr05	46750000	46850000	0.7438500	K
3960	Chr05	48050000	48150000	0.6794700	K
3961	Chr05	50200000	50300000	0.8158900	K
3962	Chr05	51150000	51250000	0.9616800	K
3963	Chr05	52550000	52650000	0.8646900	K
3964	Chr05	54750000	54850000	0.6885700	K
3965	Chr05	55400000	55500000	0.7325700	K
3966	Chr05	56000000	56100000	0.9706600	K
3967	Chr05	57200000	57300000	0.9634900	K
3968	Chr05	60400000	60500000	0.9549100	K
3969	Chr05	61550000	61650000	0.7890100	K
3970	Chr05	61900000	62000000	0.9140000	K
3971	Chr05	62300000	62400000	0.9886400	K
3972	Chr05	64350000	64450000	0.8180900	K
3973	Chr05	65200000	65300000	0.7787900	K
3974	Chr05	66300000	66400000	0.7826600	K
3975	Chr05	66550000	66650000	0.8184500	K
3976	Chr05	67550000	67650000	0.6012500	K
3977	Chr05	69900000	70000000	0.7250100	K
3978	Chr05	71550000	71650000	0.6823800	K
3979	Chr05	73050000	73150000	0.6664600	K
3980	Chr05	75100000	75200000	0.7508200	K
3981	Chr05	75850000	75950000	0.4398400	K
3982	Chr05	76350000	76450000	0.4904200	K
3983	Chr05	77200000	77300000	0.8010400	K
3984	Chr05	78350000	78450000	0.6327400	K
3985	Chr05	78750000	78850000	0.6623800	K
3986	Chr05	79250000	79350000	0.5315200	K
3987	Chr05	79750000	79850000	0.6686700	K
3988	Chr05	80550000	80650000	0.3995300	K
3989	Chr05	81050000	81150000	0.7982100	K
3990	Chr05	81500000	81600000	0.7861600	K
3991	Chr05	82700000	82800000	0.9153900	K
3992	Chr05	83150000	83250000	0.9433500	K
3993	Chr05	84400000	84500000	0.9368100	K
3994	Chr05	84650000	84750000	0.8305100	K
3995	Chr05	88450000	88550000	0.7560900	K
3996	Chr05	90550000	90650000	0.6201800	K
3997	Chr05	92850000	92950000	0.4681100	K
3998	Chr05	94600000	94700000	0.7749500	K
3999	Chr05	95250000	95350000	0.6152200	K
4000	Chr05	95600000	95700000	0.3662700	K
4001	Chr05	96150000	96250000	0.5851300	K
4002	Chr05	97550000	97650000	0.7829200	K
4003	Chr05	98100000	98200000	0.3473800	K
4004	Chr05	98350000	98450000	0.7487200	K
4005	Chr05	100100000	100200000	0.5887600	K
4006	Chr05	100400000	100500000	0.7555800	K
4007	Chr05	101750000	101850000	0.5924100	K
4008	Chr05	102050000	102150000	0.6248500	K
4009	Chr05	103100000	103200000	0.3319100	K
4010	Chr05	104050000	104150000	0.7905300	K
4011	Chr05	104550000	104650000	0.5851700	K
4012	Chr05	104900000	105000000	0.5947700	K
4013	Chr05	105300000	105400000	0.2793900	K
4014	Chr05	107000000	107100000	0.4737200	K
4015	Chr05	108050000	108150000	0.5666400	K
4016	Chr05	108500000	108600000	0.2578000	K
4017	Chr05	109300000	109400000	0.0919900	K
4018	Chr05	109950000	110050000	0.3632300	K
4019	Chr05	110450000	110550000	0.3855200	K
4020	Chr05	110950000	111050000	0.4109700	K
4021	Chr05	112450000	112550000	0.1987400	K
4022	Chr05	112900000	113000000	0.3408800	K
4023	Chr05	113500000	113600000	0.3929400	K
4024	Chr05	2100000	2200000	0.9358200	K
4025	Chr05	8550000	8650000	0.8136400	K
4026	Chr05	12350000	12450000	0.3301600	K
4027	Chr05	16000000	16100000	0.7304400	K
4028	Chr05	16400000	16500000	0.5818700	K
4029	Chr05	19150000	19250000	0.7236000	K
4030	Chr05	19400000	19500000	0.7994300	K
4031	Chr05	23750000	23850000	0.9133600	K
4032	Chr05	28600000	28700000	0.7799500	K
4033	Chr05	34350000	34450000	0.9563700	K
4034	Chr05	35400000	35500000	0.7044800	K
4035	Chr05	36050000	36150000	0.7935500	K
4036	Chr05	45500000	45600000	0.9378300	K
4037	Chr05	49050000	49150000	0.5864000	K
4038	Chr05	53750000	53850000	0.7703400	K
4039	Chr05	57700000	57800000	0.6956800	K
4040	Chr05	63450000	63550000	0.8295800	K
4041	Chr05	65800000	65900000	0.6744600	K
4042	Chr05	68300000	68400000	0.6902100	K
4043	Chr05	70400000	70500000	0.7975300	K
4044	Chr05	70800000	70900000	0.8587500	K
4045	Chr05	72250000	72350000	0.9079800	K
4046	Chr05	76700000	76800000	0.6279500	K
4047	Chr05	85600000	85700000	0.8901200	K
4048	Chr05	87300000	87400000	0.8367100	K
4049	Chr05	89150000	89250000	0.6470000	K
4050	Chr05	93850000	93950000	0.6810900	K
4051	Chr05	99500000	99600000	0.4597500	K
4052	Chr05	100950000	101050000	0.5957100	K
4053	Chr05	111700000	111800000	0.4227300	K
4054	Chr05	112200000	112300000	0.3290300	K
4055	Chr06	67050000	67150000	0.8103100	K
4056	Chr06	134200000	134300000	0.8994400	K
4057	Chr06	2050000	2150000	0.2008900	K
4058	Chr06	4150000	4250000	0.4964600	K
4059	Chr06	6200000	6300000	0.9671900	K
4060	Chr06	12500000	12600000	0.7000400	K
4061	Chr06	13550000	13650000	0.9027000	K
4062	Chr06	17750000	17850000	0.5659000	K
4063	Chr06	30400000	30500000	0.6543600	K
4064	Chr06	42900000	43000000	0.6753900	K
4065	Chr06	59700000	59800000	0.8465400	K
4066	Chr06	78600000	78700000	0.8509200	K
4067	Chr06	93300000	93400000	0.7027200	K
4068	Chr06	94350000	94450000	0.8992300	K
4069	Chr06	116350000	116450000	0.8538100	K
4070	Chr06	123700000	123800000	0.7047500	K
4071	Chr06	124750000	124850000	0.6463000	K
4072	Chr06	132050000	132150000	0.8696600	K
4073	Chr06	157200000	157300000	0.8183800	K
4074	Chr06	166650000	166750000	0.7447600	K
4075	Chr06	168800000	168900000	0.8807000	K
4076	Chr06	175050000	175150000	0.7390000	K
4077	Chr06	450000	550000	0.0799000	K
4078	Chr06	1550000	1650000	0.2928900	K
4079	Chr06	4800000	4900000	0.6948900	K
4080	Chr06	5600000	5700000	0.5219000	K
4081	Chr06	6900000	7000000	0.4327700	K
4082	Chr06	7450000	7550000	0.3493300	K
4083	Chr06	8250000	8350000	0.4112000	K
4084	Chr06	9000000	9100000	0.4739100	K
4085	Chr06	9750000	9850000	0.7489200	K
4086	Chr06	10300000	10400000	0.4775200	K
4087	Chr06	12950000	13050000	0.6637500	K
4088	Chr06	13950000	14050000	0.7688800	K
4089	Chr06	14750000	14850000	0.8323800	K
4090	Chr06	16050000	16150000	0.6145600	K
4091	Chr06	18400000	18500000	0.6747800	K
4092	Chr06	19600000	19700000	0.7709900	K
4093	Chr06	21400000	21500000	0.8188100	K
4094	Chr06	21850000	21950000	0.7570900	K
4095	Chr06	23450000	23550000	0.8197600	K
4096	Chr06	24200000	24300000	0.9522600	K
4097	Chr06	25350000	25450000	0.8505400	K
4098	Chr06	25750000	25850000	0.7602400	K
4099	Chr06	27500000	27600000	0.8077800	K
4100	Chr06	29000000	29100000	0.9609000	K
4101	Chr06	29950000	30050000	0.9431800	K
4102	Chr06	30900000	31000000	0.8622100	K
4103	Chr06	32200000	32300000	0.5210200	K
4104	Chr06	32850000	32950000	0.5928400	K
4105	Chr06	33850000	33950000	0.6390400	K
4106	Chr06	34850000	34950000	0.8984800	K
4107	Chr06	35200000	35300000	0.8245500	K
4108	Chr06	36250000	36350000	0.6606400	K
4109	Chr06	36550000	36650000	0.6764100	K
4110	Chr06	37050000	37150000	0.8052500	K
4111	Chr06	37400000	37500000	0.6339300	K
4112	Chr06	39700000	39800000	0.5240800	K
4113	Chr06	41650000	41750000	0.8439200	K
4114	Chr06	43600000	43700000	0.8200200	K
4115	Chr06	44900000	45000000	0.7437500	K
4116	Chr06	45450000	45550000	0.9490500	K
4117	Chr06	47750000	47850000	0.9517800	K
4118	Chr06	48100000	48200000	0.8920000	K
4119	Chr06	49750000	49850000	0.9249400	K
4120	Chr06	51200000	51300000	0.7751100	K
4121	Chr06	51950000	52050000	0.7133700	K
4122	Chr06	55300000	55400000	0.9683400	K
4123	Chr06	55650000	55750000	0.9140600	K
4124	Chr06	56150000	56250000	0.7993100	K
4125	Chr06	57050000	57150000	0.9180800	K
4126	Chr06	58450000	58550000	0.7442800	K
4127	Chr06	60500000	60600000	0.9686900	K
4128	Chr06	61150000	61250000	0.9612500	K
4129	Chr06	62450000	62550000	0.9145400	K
4130	Chr06	63400000	63500000	0.8046500	K
4131	Chr06	63550000	63650000	0.9327900	K
4132	Chr06	66400000	66500000	0.9491700	K
4133	Chr06	69050000	69150000	0.8947900	K
4134	Chr06	70600000	70700000	0.9100200	K
4135	Chr06	72650000	72750000	0.8934800	K
4136	Chr06	73200000	73300000	0.9188200	K
4137	Chr06	74750000	74850000	0.7738400	K
4138	Chr06	77050000	77150000	0.6845400	K
4139	Chr06	77800000	77900000	0.8887400	K
4140	Chr06	79350000	79450000	0.9107300	K
4141	Chr06	79900000	80000000	0.9151700	K
4142	Chr06	81000000	81100000	0.9798900	K
4143	Chr06	81850000	81950000	0.8663400	K
4144	Chr06	82950000	83050000	0.7793600	K
4145	Chr06	87100000	87200000	0.8472700	K
4146	Chr06	88900000	89000000	0.7569500	K
4147	Chr06	89350000	89450000	0.7886500	K
4148	Chr06	90300000	90400000	0.8091600	K
4149	Chr06	91800000	91900000	0.8045600	K
4150	Chr06	93650000	93750000	0.7600800	K
4151	Chr06	95500000	95600000	0.8801200	K
4152	Chr06	99000000	99100000	0.8363400	K
4153	Chr06	99400000	99500000	0.8894400	K
4154	Chr06	100200000	100300000	0.7903700	K
4155	Chr06	101350000	101450000	0.5267200	K
4156	Chr06	102300000	102400000	0.7311800	K
4157	Chr06	104650000	104750000	0.5313100	K
4158	Chr06	105050000	105150000	0.7570100	K
4159	Chr06	105700000	105800000	0.6331600	K
