line	name	dist	year	genome	type
28980	LTR-TE1988	6.26	4.47143	K	Gypsy
28981	LTR-TE1989	6.56	4.68571	K	Gypsy
28982	LTR-TE1990	-0.00	0	K	Gypsy
28983	LTR-TE1991	-0.00	0	K	Gypsy
28984	LTR-TE1992	1.33	0.95	K	Gypsy
28985	LTR-TE1993	3.68	2.62857	K	Gypsy
28986	LTR-TE1994	10.14	7.24286	K	Gypsy
28987	LTR-TE1996	4.30	3.07143	K	Gypsy
28988	LTR-TE1997	2.42	1.72857	K	Gypsy
28989	LTR-TE1998	5.65	4.03571	K	Gypsy
28990	LTR-TE1999	6.66	4.75714	K	Gypsy
28991	LTR-TE2002	8.41	6.00714	K	Gypsy
28992	LTR-TE2003	6.97	4.97857	K	Gypsy
28993	LTR-TE2004	4.60	3.28571	K	Gypsy
28994	LTR-TE2005	5.40	3.85714	K	Gypsy
28995	LTR-TE2006	5.84	4.17143	K	Gypsy
28996	LTR-TE2007	1.69	1.20714	K	Gypsy
28997	LTR-TE2008	8.14	5.81429	K	Gypsy
28998	LTR-TE2009	5.21	3.72143	K	Gypsy
28999	LTR-TE2010	4.63	3.30714	K	Gypsy
29000	LTR-TE2014	5.75	4.10714	K	Gypsy
29001	LTR-TE2017	5.95	4.25	K	Gypsy
29002	LTR-TE2018	2.07	1.47857	K	Gypsy
29003	LTR-TE2019	2.92	2.08571	K	Gypsy
29004	LTR-TE2020	3.75	2.67857	K	Gypsy
29005	LTR-TE2021	2.62	1.87143	K	Gypsy
29006	LTR-TE2022	0.71	0.507143	K	Gypsy
29007	LTR-TE2023	6.33	4.52143	K	Gypsy
29008	LTR-TE2024	5.27	3.76429	K	Gypsy
29009	LTR-TE2025	3.85	2.75	K	Gypsy
29010	LTR-TE2026	2.85	2.03571	K	Gypsy
29011	LTR-TE2027	6.95	4.96429	K	Gypsy
29012	LTR-TE2028	4.29	3.06429	K	Gypsy
29013	LTR-TE2030	4.95	3.53571	K	Gypsy
29014	LTR-TE2031	2.16	1.54286	K	Gypsy
29015	LTR-TE2032	6.68	4.77143	K	Gypsy
29016	LTR-TE2038	3.06	2.18571	K	Gypsy
29017	LTR-TE2039	5.67	4.05	K	Gypsy
29018	LTR-TE2040	3.53	2.52143	K	Gypsy
29019	LTR-TE2041	2.25	1.60714	K	Gypsy
29020	LTR-TE2042	6.37	4.55	K	Gypsy
29021	LTR-TE2044	5.18	3.7	K	Gypsy
29022	LTR-TE2045	3.08	2.2	K	Gypsy
29023	LTR-TE2047	5.83	4.16429	K	Gypsy
29024	LTR-TE2048	8.04	5.74286	K	Gypsy
29025	LTR-TE2049	4.37	3.12143	K	Gypsy
29026	LTR-TE2050	5.02	3.58571	K	Gypsy
29027	LTR-TE2051	5.02	3.58571	K	Gypsy
29028	LTR-TE2052	3.27	2.33571	K	Gypsy
29029	LTR-TE2054	6.86	4.9	K	Gypsy
29030	LTR-TE2055	5.41	3.86429	K	Gypsy
29031	LTR-TE2058	5.20	3.71429	K	Gypsy
29032	LTR-TE2059	3.26	2.32857	K	Gypsy
29033	LTR-TE2060	1.90	1.35714	K	Gypsy
29034	LTR-TE2066	3.57	2.55	K	Gypsy
29035	LTR-TE2067	3.22	2.3	K	Gypsy
29036	LTR-TE2070	2.16	1.54286	K	Gypsy
29037	LTR-TE2071	1.77	1.26429	K	Gypsy
29038	LTR-TE2073	5.05	3.60714	K	Gypsy
29039	LTR-TE2077	3.08	2.2	K	Gypsy
29040	LTR-TE2079	3.52	2.51429	K	Gypsy
29041	LTR-TE2080	5.93	4.23571	K	Gypsy
29042	LTR-TE2081	4.32	3.08571	K	Gypsy
29043	LTR-TE2082	3.67	2.62143	K	Gypsy
29044	LTR-TE2083	3.73	2.66429	K	Gypsy
29045	LTR-TE2086	7.18	5.12857	K	Gypsy
29046	LTR-TE2087	12.73	9.09286	K	Gypsy
29047	LTR-TE2088	3.38	2.41429	K	Gypsy
29048	LTR-TE2089	2.15	1.53571	K	Gypsy
29049	LTR-TE2091	4.51	3.22143	K	Gypsy
29050	LTR-TE2092	3.35	2.39286	K	Gypsy
29051	LTR-TE2093	1.99	1.42143	K	Gypsy
29052	LTR-TE2094	7.13	5.09286	K	Gypsy
29053	LTR-TE2095	4.99	3.56429	K	Gypsy
29054	LTR-TE2096	3.54	2.52857	K	Gypsy
29055	LTR-TE2097	2.67	1.90714	K	Gypsy
29056	LTR-TE2098	6.69	4.77857	K	Gypsy
29057	LTR-TE2099	4.51	3.22143	K	Gypsy
29058	LTR-TE2100	1.70	1.21429	K	Gypsy
29059	LTR-TE2101	4.38	3.12857	K	Gypsy
29060	LTR-TE2102	5.80	4.14286	K	Gypsy
29061	LTR-TE2104	6.86	4.9	K	Gypsy
29062	LTR-TE2105	6.88	4.91429	K	Gypsy
29063	LTR-TE2106	4.82	3.44286	K	Gypsy
29064	LTR-TE2107	3.30	2.35714	K	Gypsy
29065	LTR-TE2109	3.38	2.41429	K	Gypsy
29066	LTR-TE2110	4.25	3.03571	K	Gypsy
29067	LTR-TE2111	2.67	1.90714	K	Gypsy
29068	LTR-TE2114	3.89	2.77857	K	Gypsy
29069	LTR-TE2115	9.74	6.95714	K	Gypsy
29070	LTR-TE2118	7.62	5.44286	K	Gypsy
29071	LTR-TE2120	1.22	0.871429	K	Gypsy
29072	LTR-TE2121	1.98	1.41429	K	Gypsy
29073	LTR-TE2122	1.65	1.17857	K	Gypsy
29074	LTR-TE2123	2.37	1.69286	K	Gypsy
29075	LTR-TE2125	8.25	5.89286	K	Gypsy
29076	LTR-TE2128	1.94	1.38571	K	Gypsy
29077	LTR-TE2129	6.73	4.80714	K	Gypsy
29078	LTR-TE2130	6.66	4.75714	K	Gypsy
29079	LTR-TE2131	4.83	3.45	K	Gypsy
29080	LTR-TE2132	1.23	0.878571	K	Gypsy
29081	LTR-TE2133	7.66	5.47143	K	Gypsy
29082	LTR-TE2134	5.35	3.82143	K	Gypsy
29083	LTR-TE2135	3.27	2.33571	K	Gypsy
29084	LTR-TE2136	5.15	3.67857	K	Gypsy
29085	LTR-TE2137	6.65	4.75	K	Gypsy
29086	LTR-TE2138	6.54	4.67143	K	Gypsy
29087	LTR-TE2139	2.66	1.9	K	Gypsy
29088	LTR-TE2141	1.55	1.10714	K	Gypsy
29089	LTR-TE2142	8.48	6.05714	K	Gypsy
29090	LTR-TE2143	3.94	2.81429	K	Gypsy
29091	LTR-TE2145	4.82	3.44286	K	Gypsy
29092	LTR-TE2147	7.00	5	K	Gypsy
29093	LTR-TE2148	5.88	4.2	K	Gypsy
29094	LTR-TE2149	0.85	0.607143	K	Gypsy
29095	LTR-TE2150	4.38	3.12857	K	Gypsy
29096	LTR-TE2151	6.51	4.65	K	Gypsy
29097	LTR-TE2152	5.41	3.86429	K	Gypsy
29098	LTR-TE2153	4.02	2.87143	K	Gypsy
29099	LTR-TE2154	6.95	4.96429	K	Gypsy
29100	LTR-TE2155	7.15	5.10714	K	Gypsy
29101	LTR-TE2156	3.81	2.72143	K	Gypsy
29102	LTR-TE2157	6.07	4.33571	K	Gypsy
29103	LTR-TE2158	2.73	1.95	K	Gypsy
29104	LTR-TE2160	3.79	2.70714	K	Gypsy
29105	LTR-TE2161	2.74	1.95714	K	Gypsy
29106	LTR-TE2162	4.82	3.44286	K	Gypsy
29107	LTR-TE2163	4.14	2.95714	K	Gypsy
29108	LTR-TE2165	1.84	1.31429	K	Gypsy
29109	LTR-TE2167	11.17	7.97857	K	Gypsy
29110	LTR-TE2168	7.76	5.54286	K	Gypsy
29111	LTR-TE2169	8.17	5.83571	K	Gypsy
29112	LTR-TE2170	7.72	5.51429	K	Gypsy
29113	LTR-TE2171	2.09	1.49286	K	Gypsy
29114	LTR-TE2172	4.89	3.49286	K	Gypsy
29115	LTR-TE2174	2.89	2.06429	K	Gypsy
29116	LTR-TE2177	6.99	4.99286	K	Gypsy
29117	LTR-TE2179	2.45	1.75	K	Gypsy
29118	LTR-TE2181	5.93	4.23571	K	Gypsy
29119	LTR-TE2182	3.12	2.22857	K	Gypsy
29120	LTR-TE2185	2.31	1.65	K	Gypsy
29121	LTR-TE2186	2.36	1.68571	K	Gypsy
29122	LTR-TE2187	3.34	2.38571	K	Gypsy
29123	LTR-TE2188	5.98	4.27143	K	Gypsy
29124	LTR-TE2189	4.64	3.31429	K	Gypsy
29125	LTR-TE2190	6.08	4.34286	K	Gypsy
29126	LTR-TE2193	6.19	4.42143	K	Gypsy
29127	LTR-TE2194	2.10	1.5	K	Gypsy
29128	LTR-TE2195	2.36	1.68571	K	Gypsy
29129	LTR-TE2196	2.94	2.1	K	Gypsy
29130	LTR-TE2197	3.28	2.34286	K	Gypsy
29131	LTR-TE2198	7.64	5.45714	K	Gypsy
29132	LTR-TE2199	5.97	4.26429	K	Gypsy
29133	LTR-TE2200	2.22	1.58571	K	Gypsy
29134	LTR-TE2201	5.84	4.17143	K	Gypsy
29135	LTR-TE2202	3.47	2.47857	K	Gypsy
29136	LTR-TE2203	2.65	1.89286	K	Gypsy
29137	LTR-TE2204	-0.00	0	K	Gypsy
29138	LTR-TE2205	-0.00	0	K	Gypsy
29139	LTR-TE2206	0.68	0.485714	K	Gypsy
29140	LTR-TE2207	1.21	0.864286	K	Gypsy
29141	LTR-TE2208	1.28	0.914286	K	Gypsy
29142	LTR-TE2209	5.20	3.71429	K	Gypsy
29143	LTR-TE2212	7.73	5.52143	K	Gypsy
29144	LTR-TE2213	6.30	4.5	K	Gypsy
29145	LTR-TE2214	7.70	5.5	K	Gypsy
29146	LTR-TE2215	6.07	4.33571	K	Gypsy
29147	LTR-TE2216	5.97	4.26429	K	Gypsy
29148	LTR-TE2217	6.67	4.76429	K	Gypsy
29149	LTR-TE2218	7.61	5.43571	K	Gypsy
29150	LTR-TE2219	6.14	4.38571	K	Gypsy
29151	LTR-TE2220	8.17	5.83571	K	Gypsy
29152	LTR-TE2223	3.81	2.72143	K	Gypsy
29153	LTR-TE2226	4.07	2.90714	K	Gypsy
29154	LTR-TE2227	6.45	4.60714	K	Gypsy
29155	LTR-TE2229	7.61	5.43571	K	Gypsy
29156	LTR-TE2230	4.64	3.31429	K	Gypsy
29157	LTR-TE2233	6.54	4.67143	K	Gypsy
29158	LTR-TE2234	3.44	2.45714	K	Gypsy
29159	LTR-TE2235	0.39	0.278571	K	Gypsy
29160	LTR-TE2236	2.40	1.71429	K	Gypsy
29161	LTR-TE2237	2.59	1.85	K	Gypsy
29162	LTR-TE2238	2.78	1.98571	K	Gypsy
29163	LTR-TE2239	2.51	1.79286	K	Gypsy
29164	LTR-TE2240	3.50	2.5	K	Gypsy
29165	LTR-TE2241	4.92	3.51429	K	Gypsy
29166	LTR-TE2242	5.18	3.7	K	Gypsy
29167	LTR-TE2243	2.90	2.07143	K	Gypsy
29168	LTR-TE2245	5.97	4.26429	K	Gypsy
29169	LTR-TE2247	2.97	2.12143	K	Gypsy
29170	LTR-TE2248	7.75	5.53571	K	Gypsy
29171	LTR-TE2250	2.03	1.45	K	Gypsy
29172	LTR-TE2251	3.11	2.22143	K	Gypsy
29173	LTR-TE2253	3.01	2.15	K	Gypsy
29174	LTR-TE2254	5.19	3.70714	K	Gypsy
29175	LTR-TE2255	6.59	4.70714	K	Gypsy
29176	LTR-TE2257	3.20	2.28571	K	Gypsy
29177	LTR-TE2258	4.53	3.23571	K	Gypsy
29178	LTR-TE2259	0.71	0.507143	K	Gypsy
29179	LTR-TE2260	5.88	4.2	K	Gypsy
29180	LTR-TE2261	1.53	1.09286	K	Gypsy
29181	LTR-TE2265	1.93	1.37857	K	Gypsy
29182	LTR-TE2268	1.39	0.992857	K	Gypsy
29183	LTR-TE2269	0.53	0.378571	K	Gypsy
29184	LTR-TE2271	2.09	1.49286	K	Gypsy
29185	LTR-TE2272	9.83	7.02143	K	Gypsy
29186	LTR-TE2274	2.25	1.60714	K	Gypsy
29187	LTR-TE2275	2.36	1.68571	K	Gypsy
29188	LTR-TE2276	3.31	2.36429	K	Gypsy
29189	LTR-TE2277	2.99	2.13571	K	Gypsy
29190	LTR-TE2278	6.67	4.76429	K	Gypsy
29191	LTR-TE2279	3.95	2.82143	K	Gypsy
29192	LTR-TE2282	2.49	1.77857	K	Gypsy
29193	LTR-TE2283	4.39	3.13571	K	Gypsy
29194	LTR-TE2284	6.11	4.36429	K	Gypsy
29195	LTR-TE2285	5.78	4.12857	K	Gypsy
29196	LTR-TE2286	5.18	3.7	K	Gypsy
29197	LTR-TE2287	0.96	0.685714	K	Gypsy
29198	LTR-TE2288	3.36	2.4	K	Gypsy
29199	LTR-TE2289	6.45	4.60714	K	Gypsy
29200	LTR-TE2290	3.35	2.39286	K	Gypsy
29201	LTR-TE2291	1.87	1.33571	K	Gypsy
29202	LTR-TE2292	1.54	1.1	K	Gypsy
29203	LTR-TE2293	4.15	2.96429	K	Gypsy
29204	LTR-TE2294	2.61	1.86429	K	Gypsy
29205	LTR-TE2298	6.05	4.32143	K	Gypsy
29206	LTR-TE2299	2.87	2.05	K	Gypsy
29207	LTR-TE2300	3.05	2.17857	K	Gypsy
29208	LTR-TE2301	4.74	3.38571	K	Gypsy
29209	LTR-TE2302	6.59	4.70714	K	Gypsy
29210	LTR-TE2303	2.36	1.68571	K	Gypsy
29211	LTR-TE2304	3.15	2.25	K	Gypsy
29212	LTR-TE2306	4.21	3.00714	K	Gypsy
29213	LTR-TE2307	1.94	1.38571	K	Gypsy
29214	LTR-TE2309	6.92	4.94286	K	Gypsy
29215	LTR-TE2311	7.21	5.15	K	Gypsy
29216	LTR-TE2312	1.29	0.921429	K	Gypsy
29217	LTR-TE2313	4.89	3.49286	K	Gypsy
29218	LTR-TE2314	3.99	2.85	K	Gypsy
29219	LTR-TE2315	5.11	3.65	K	Gypsy
29220	LTR-TE2317	4.49	3.20714	K	Gypsy
29221	LTR-TE2320	3.55	2.53571	K	Gypsy
29222	LTR-TE2321	4.25	3.03571	K	Gypsy
29223	LTR-TE2322	1.46	1.04286	K	Gypsy
29224	LTR-TE2324	5.11	3.65	K	Gypsy
29225	LTR-TE2325	3.77	2.69286	K	Gypsy
29226	LTR-TE2326	4.09	2.92143	K	Gypsy
29227	LTR-TE2327	7.56	5.4	K	Gypsy
29228	LTR-TE2329	2.72	1.94286	K	Gypsy
29229	LTR-TE2330	11.02	7.87143	K	Gypsy
29230	LTR-TE2331	4.24	3.02857	K	Gypsy
29231	LTR-TE2333	7.56	5.4	K	Gypsy
29232	LTR-TE2334	1.22	0.871429	K	Gypsy
29233	LTR-TE2335	-0.00	0	K	Gypsy
29234	LTR-TE2336	8.32	5.94286	K	Gypsy
29235	LTR-TE2341	0.99	0.707143	K	Gypsy
29236	LTR-TE2342	2.45	1.75	K	Gypsy
29237	LTR-TE2343	5.10	3.64286	K	Gypsy
29238	LTR-TE2346	5.25	3.75	K	Gypsy
29239	LTR-TE2347	1.44	1.02857	K	Gypsy
29240	LTR-TE2350	7.35	5.25	K	Gypsy
29241	LTR-TE2353	5.77	4.12143	K	Gypsy
29242	LTR-TE2354	7.41	5.29286	K	Gypsy
29243	LTR-TE2355	-0.00	0	K	Gypsy
29244	LTR-TE2356	4.02	2.87143	K	Gypsy
29245	LTR-TE2359	2.08	1.48571	K	Gypsy
29246	LTR-TE2360	3.69	2.63571	K	Gypsy
29247	LTR-TE2362	1.45	1.03571	K	Gypsy
29248	LTR-TE2363	4.40	3.14286	K	Gypsy
29249	LTR-TE2364	5.45	3.89286	K	Gypsy
29250	LTR-TE2366	0.94	0.671429	K	Gypsy
29251	LTR-TE2367	5.09	3.63571	K	Gypsy
29252	LTR-TE2368	7.21	5.15	K	Gypsy
29253	LTR-TE2370	2.53	1.80714	K	Gypsy
29254	LTR-TE2371	2.91	2.07857	K	Gypsy
29255	LTR-TE2373	3.67	2.62143	K	Gypsy
29256	LTR-TE2378	8.64	6.17143	K	Gypsy
29257	LTR-TE2380	5.30	3.78571	K	Gypsy
29258	LTR-TE2381	7.19	5.13571	K	Gypsy
29259	LTR-TE2384	4.75	3.39286	K	Gypsy
29260	LTR-TE2385	4.56	3.25714	K	Gypsy
29261	LTR-TE2386	1.36	0.971429	K	Gypsy
29262	LTR-TE2388	1.85	1.32143	K	Gypsy
29263	LTR-TE2389	1.28	0.914286	K	Gypsy
29264	LTR-TE2390	2.87	2.05	K	Gypsy
29265	LTR-TE2391	-0.00	0	K	Gypsy
29266	LTR-TE2392	-0.00	0	K	Gypsy
29267	LTR-TE2393	-0.00	0	K	Gypsy
29268	LTR-TE2397	6.85	4.89286	K	Gypsy
29269	LTR-TE2398	4.23	3.02143	K	Gypsy
29270	LTR-TE2399	1.64	1.17143	K	Gypsy
29271	LTR-TE2400	2.67	1.90714	K	Gypsy
29272	LTR-TE2403	6.66	4.75714	K	Gypsy
29273	LTR-TE2404	2.85	2.03571	K	Gypsy
29274	LTR-TE2405	2.59	1.85	K	Gypsy
29275	LTR-TE2406	1.79	1.27857	K	Gypsy
29276	LTR-TE2407	1.96	1.4	K	Gypsy
29277	LTR-TE2408	7.12	5.08571	K	Gypsy
29278	LTR-TE2411	5.47	3.90714	K	Gypsy
29279	LTR-TE2412	7.22	5.15714	K	Gypsy
29280	LTR-TE2413	3.18	2.27143	K	Gypsy
29281	LTR-TE2414	3.21	2.29286	K	Gypsy
29282	LTR-TE2415	5.74	4.1	K	Gypsy
29283	LTR-TE2420	5.53	3.95	K	Gypsy
29284	LTR-TE2421	2.73	1.95	K	Gypsy
29285	LTR-TE2422	3.82	2.72857	K	Gypsy
29286	LTR-TE2423	4.85	3.46429	K	Gypsy
29287	LTR-TE2436	4.45	3.17857	K	Gypsy
29288	LTR-TE2439	0.21	0.15	K	Gypsy
29289	LTR-TE2441	1.68	1.2	K	Gypsy
29290	LTR-TE2442	4.33	3.09286	K	Gypsy
29291	LTR-TE2446	2.58	1.84286	K	Gypsy
29292	LTR-TE2448	2.33	1.66429	K	Gypsy
29293	LTR-TE2451	6.51	4.65	K	Gypsy
29294	LTR-TE2452	1.60	1.14286	K	Gypsy
29295	LTR-TE2455	2.53	1.80714	K	Gypsy
29296	LTR-TE2457	5.00	3.57143	K	Gypsy
29297	LTR-TE2458	2.30	1.64286	K	Gypsy
29298	LTR-TE2459	3.68	2.62857	K	Gypsy
29299	LTR-TE2460	1.87	1.33571	K	Gypsy
29300	LTR-TE2461	3.82	2.72857	K	Gypsy
29301	LTR-TE2462	1.96	1.4	K	Gypsy
29302	LTR-TE2466	1.96	1.4	K	Gypsy
29303	LTR-TE2467	4.21	3.00714	K	Gypsy
29304	LTR-TE2468	5.88	4.2	K	Gypsy
29305	LTR-TE2472	4.99	3.56429	K	Gypsy
29306	LTR-TE2474	3.02	2.15714	K	Gypsy
29307	LTR-TE2475	6.49	4.63571	K	Gypsy
29308	LTR-TE2476	4.53	3.23571	K	Gypsy
29309	LTR-TE2478	3.65	2.60714	K	Gypsy
29310	LTR-TE2479	2.34	1.67143	K	Gypsy
29311	LTR-TE2480	4.41	3.15	K	Gypsy
29312	LTR-TE2481	4.86	3.47143	K	Gypsy
29313	LTR-TE2483	3.99	2.85	K	Gypsy
29314	LTR-TE2484	2.52	1.8	K	Gypsy
29315	LTR-TE2485	6.54	4.67143	K	Gypsy
29316	LTR-TE2486	7.91	5.65	K	Gypsy
29317	LTR-TE2487	1.39	0.992857	K	Gypsy
29318	LTR-TE2489	7.88	5.62857	K	Gypsy
29319	LTR-TE2490	5.58	3.98571	K	Gypsy
29320	LTR-TE2491	4.96	3.54286	K	Gypsy
29321	LTR-TE2492	3.50	2.5	K	Gypsy
29322	LTR-TE2493	6.00	4.28571	K	Gypsy
29323	LTR-TE2497	6.36	4.54286	K	Gypsy
29324	LTR-TE2498	4.83	3.45	K	Gypsy
29325	LTR-TE2499	3.62	2.58571	K	Gypsy
29326	LTR-TE2500	4.64	3.31429	K	Gypsy
29327	LTR-TE2501	2.47	1.76429	K	Gypsy
29328	LTR-TE2502	4.99	3.56429	K	Gypsy
29329	LTR-TE2503	3.69	2.63571	K	Gypsy
29330	LTR-TE2504	4.02	2.87143	K	Gypsy
29331	LTR-TE2505	7.47	5.33571	K	Gypsy
29332	LTR-TE2508	5.39	3.85	K	Gypsy
29333	LTR-TE2509	1.60	1.14286	K	Gypsy
29334	LTR-TE2510	4.28	3.05714	K	Gypsy
29335	LTR-TE2513	4.81	3.43571	K	Gypsy
29336	LTR-TE2514	2.35	1.67857	K	Gypsy
29337	LTR-TE2515	2.38	1.7	K	Gypsy
29338	LTR-TE2517	8.09	5.77857	K	Gypsy
29339	LTR-TE2518	2.54	1.81429	K	Gypsy
29340	LTR-TE2519	4.19	2.99286	K	Gypsy
29341	LTR-TE2520	5.45	3.89286	K	Gypsy
29342	LTR-TE2521	6.04	4.31429	K	Gypsy
29343	LTR-TE2522	9.42	6.72857	K	Gypsy
29344	LTR-TE2523	4.77	3.40714	K	Gypsy
29345	LTR-TE2524	7.68	5.48571	K	Gypsy
29346	LTR-TE2525	5.16	3.68571	K	Gypsy
29347	LTR-TE2526	3.43	2.45	K	Gypsy
29348	LTR-TE2528	6.58	4.7	K	Gypsy
29349	LTR-TE2529	4.42	3.15714	K	Gypsy
29350	LTR-TE2532	3.05	2.17857	K	Gypsy
29351	LTR-TE2533	4.41	3.15	K	Gypsy
29352	LTR-TE2534	3.69	2.63571	K	Gypsy
29353	LTR-TE2535	2.06	1.47143	K	Gypsy
29354	LTR-TE2539	2.48	1.77143	K	Gypsy
29355	LTR-TE2540	5.20	3.71429	K	Gypsy
29356	LTR-TE2542	5.68	4.05714	K	Gypsy
29357	LTR-TE2543	5.84	4.17143	K	Gypsy
29358	LTR-TE2544	5.41	3.86429	K	Gypsy
29359	LTR-TE2545	5.17	3.69286	K	Gypsy
29360	LTR-TE2546	2.25	1.60714	K	Gypsy
29361	LTR-TE2547	2.27	1.62143	K	Gypsy
29362	LTR-TE2548	1.02	0.728571	K	Gypsy
29363	LTR-TE2549	3.05	2.17857	K	Gypsy
29364	LTR-TE2550	4.20	3	K	Gypsy
29365	LTR-TE2551	4.35	3.10714	K	Gypsy
29366	LTR-TE2553	7.41	5.29286	K	Gypsy
29367	LTR-TE2555	2.84	2.02857	K	Gypsy
29368	LTR-TE2556	5.06	3.61429	K	Gypsy
29369	LTR-TE2557	3.38	2.41429	K	Gypsy
29370	LTR-TE2558	3.08	2.2	K	Gypsy
29371	LTR-TE2562	4.68	3.34286	K	Gypsy
29372	LTR-TE2563	6.11	4.36429	K	Gypsy
29373	LTR-TE2565	7.00	5	K	Gypsy
29374	LTR-TE2566	6.44	4.6	K	Gypsy
29375	LTR-TE2569	4.89	3.49286	K	Gypsy
29376	LTR-TE2572	1.55	1.10714	K	Gypsy
29377	LTR-TE2573	2.74	1.95714	K	Gypsy
29378	LTR-TE2574	1.32	0.942857	K	Gypsy
29379	LTR-TE2575	7.57	5.40714	K	Gypsy
29380	LTR-TE2576	1.79	1.27857	K	Gypsy
29381	LTR-TE2578	8.36	5.97143	K	Gypsy
29382	LTR-TE2579	10.76	7.68571	K	Gypsy
29383	LTR-TE2580	3.43	2.45	K	Gypsy
29384	LTR-TE2585	4.85	3.46429	K	Gypsy
29385	LTR-TE2586	10.05	7.17857	K	Gypsy
29386	LTR-TE2590	6.22	4.44286	K	Gypsy
29387	LTR-TE2591	3.59	2.56429	K	Gypsy
29388	LTR-TE2593	2.88	2.05714	K	Gypsy
29389	LTR-TE2595	3.41	2.43571	K	Gypsy
29390	LTR-TE2596	7.48	5.34286	K	Gypsy
29391	LTR-TE2597	4.56	3.25714	K	Gypsy
29392	LTR-TE2598	1.35	0.964286	K	Gypsy
29393	LTR-TE2599	0.67	0.478571	K	Gypsy
29394	LTR-TE2602	1.37	0.978571	K	Gypsy
29395	LTR-TE2603	2.73	1.95	K	Gypsy
29396	LTR-TE2604	4.97	3.55	K	Gypsy
29397	LTR-TE2605	1.54	1.1	K	Gypsy
29398	LTR-TE2606	2.06	1.47143	K	Gypsy
29399	LTR-TE2607	6.75	4.82143	K	Gypsy
29400	LTR-TE2609	7.57	5.40714	K	Gypsy
29401	LTR-TE2611	8.04	5.74286	K	Gypsy
29402	LTR-TE2612	3.56	2.54286	K	Gypsy
29403	LTR-TE2613	3.76	2.68571	K	Gypsy
29404	LTR-TE2619	7.80	5.57143	K	Gypsy
29405	LTR-TE2620	4.37	3.12143	K	Gypsy
29406	LTR-TE2622	6.26	4.47143	K	Gypsy
29407	LTR-TE2625	4.35	3.10714	K	Gypsy
29408	LTR-TE2626	6.49	4.63571	K	Gypsy
29409	LTR-TE2627	3.48	2.48571	K	Gypsy
29410	LTR-TE2630	5.54	3.95714	K	Gypsy
29411	LTR-TE2631	2.16	1.54286	K	Gypsy
29412	LTR-TE2632	3.40	2.42857	K	Gypsy
29413	LTR-TE2633	3.93	2.80714	K	Gypsy
29414	LTR-TE2635	2.54	1.81429	K	Gypsy
29415	LTR-TE2636	8.20	5.85714	K	Gypsy
29416	LTR-TE2642	1.82	1.3	K	Gypsy
29417	LTR-TE2643	0.85	0.607143	K	Gypsy
29418	LTR-TE2644	0.85	0.607143	K	Gypsy
29419	LTR-TE2646	2.91	2.07857	K	Gypsy
29420	LTR-TE2647	4.18	2.98571	K	Gypsy
29421	LTR-TE2649	3.50	2.5	K	Gypsy
29422	LTR-TE2651	6.96	4.97143	K	Gypsy
29423	LTR-TE2652	5.97	4.26429	K	Gypsy
29424	LTR-TE2653	6.22	4.44286	K	Gypsy
29425	LTR-TE2654	6.32	4.51429	K	Gypsy
29426	LTR-TE2656	3.76	2.68571	K	Gypsy
29427	LTR-TE2657	4.57	3.26429	K	Gypsy
29428	LTR-TE2658	3.14	2.24286	K	Gypsy
29429	LTR-TE2661	4.63	3.30714	K	Gypsy
29430	LTR-TE2662	3.31	2.36429	K	Gypsy
29431	LTR-TE2664	3.83	2.73571	K	Gypsy
29432	LTR-TE2667	3.92	2.8	K	Gypsy
29433	LTR-TE2670	1.51	1.07857	K	Gypsy
29434	LTR-TE2671	2.26	1.61429	K	Gypsy
29435	LTR-TE2674	3.68	2.62857	K	Gypsy
29436	LTR-TE2675	3.45	2.46429	K	Gypsy
29437	LTR-TE2676	9.18	6.55714	K	Gypsy
29438	LTR-TE2677	3.78	2.7	K	Gypsy
29439	LTR-TE2678	1.49	1.06429	K	Gypsy
29440	LTR-TE2679	8.95	6.39286	K	Gypsy
29441	LTR-TE2680	7.87	5.62143	K	Gypsy
29442	LTR-TE2681	5.92	4.22857	K	Gypsy
29443	LTR-TE2682	2.15	1.53571	K	Gypsy
29444	LTR-TE2685	2.72	1.94286	K	Gypsy
29445	LTR-TE2686	2.03	1.45	K	Gypsy
29446	LTR-TE2687	3.89	2.77857	K	Gypsy
29447	LTR-TE2688	5.32	3.8	K	Gypsy
29448	LTR-TE2689	2.55	1.82143	K	Gypsy
29449	LTR-TE2690	2.83	2.02143	K	Gypsy
29450	LTR-TE2691	4.00	2.85714	K	Gypsy
29451	LTR-TE2692	3.59	2.56429	K	Gypsy
29452	LTR-TE2693	4.79	3.42143	K	Gypsy
29453	LTR-TE2694	3.91	2.79286	K	Gypsy
29454	LTR-TE2695	3.23	2.30714	K	Gypsy
29455	LTR-TE2696	6.05	4.32143	K	Gypsy
29456	LTR-TE2697	9.98	7.12857	K	Gypsy
29457	LTR-TE2698	2.29	1.63571	K	Gypsy
29458	LTR-TE2700	6.82	4.87143	K	Gypsy
29459	LTR-TE2701	4.42	3.15714	K	Gypsy
29460	LTR-TE2707	3.92	2.8	K	Gypsy
29461	LTR-TE2708	4.44	3.17143	K	Gypsy
29462	LTR-TE2709	3.55	2.53571	K	Gypsy
29463	LTR-TE2711	5.62	4.01429	K	Gypsy
29464	LTR-TE2713	7.18	5.12857	K	Gypsy
29465	LTR-TE2714	2.68	1.91429	K	Gypsy
